rid,pattern_id,pattern_name,category_id,role,confidence,review_status,assignment_method,evidence_location,evidence_quote,system_id,source_batch,taxonomy_version
12319,pat-018,Addressable Segments,U06,central,high,verified,imported,"full text, system sec V-A","The tutorial view (Fig. 3(B)) displays the text content generated by LLM with a block-based structure, where a block presents a paragraph.",sprout,include,v1.1
12319,pat-019,Propose-Critique-Revise Iterative Refinement,U06,present,medium,verified,imported,"full text, system sec IV-B",These prompt strategies empower authors to iteratively refine and customize the programming tutorial content according to their individual preferences and needs.,sprout,include,v1.1
12319,pat-020,Inspectable Intermediate Steps,U07,central,high,verified,imported,"full text, system sec V-A",The outline view (Fig. 3(D)) visualizes the intermediate generation steps of LLM in the form of a tree graph,sprout,include,v1.1
12319,pat-021,Localized Tweaking Support,U06,present,medium,verified,imported,"full text, system sec V-B",they can simply brush their target code snippet and click the floating button to effortlessly add new content to the current tutorial,sprout,include,v1.1
12319,pat-023,Goal Decomposition,U08,central,high,verified,imported,"full text, intro",we decompose the tutorial authoring tasks into a step-by-step exploratory process towards final document accomplishment,sprout,include,v1.1
12319,pat-033,Output Templates,U03,present,medium,verified,imported,"full text, system sec IV-A","we have identified 5 key components of tutorial content, including the title, background, code explanation, notification, and summary",sprout,include,v1.1
12319,pat-034,Artifact Generation Property Controls,U01,present,high,verified,imported,"full text, system sec V-E",SPROUT allows users to adjust the level of details while preserving the originally conveyed information.,sprout,include,v1.1
12319,pat-037,Unit Visualization Views,U07,present,medium,verified,imported,"full text, system sec V-E",We utilize OpenAI's text embedding model [57] to measure the semantic similarity of generated paragraphs and projected the embeddings onto a 2D plane using the UMAP algorithm [58].,sprout,include,v1.1
12319,pat-051,Elements for Process Disclosure,U07,central,high,verified,imported,"full text, system sec V-D",SPROUT instructs the agent to provide explicit reasons for its choices.,sprout,include,v1.1
12319,pat-080,Revisitable History,U08,present,medium,verified,imported,"full text, system sec V-C","The selected nodes will all be replaced by the newly-integrated node in a new branch, ensuring access to their old version.",sprout,include,v1.1
12319,pat-086,Fixed Functional Panel Layout,U09,central,high,verified,imported,fig 3,The system interface of SPROUT. The Code View (A) displays the source code. The Tutorial View (B) presents the LLM-generated tutorial content.,sprout,include,v1.1
12319,pat-097,Mid-Run Intervention,U06,present,high,verified,imported,"full text, system sec V-B",users can use the Pause option to halt the generation process and review the current tutorial content,sprout,include,v1.1
12333,pat-001,Linked Views,U07,present,high,verified,imported,"full text, system sec IV-A","We synchronize brushed cities between the scatter plot, the line chart, and the cities list.",12333,include-b,v1.1
12333,pat-009,Proactive Support,U02,central,high,verified,imported,"full text, system sec IV-B","In our study interface, users do not have an explicit option to ask for guidance, e.g., by clicking a button.",12333,include-b,v1.1
12333,pat-047,Role Asymmetric Views,U10,central,high,verified,imported,"full text, system sec IV-C",The user view provides this information as a mirror image of the user's visualization interface.,12333,include-b,v1.1
12333,pat-074,Non-Readable to Natural Language Conversion,U04,present,medium,verified,imported,"full text, system sec IV-B","All suggestions contain a brief, auto-generated summary of their content or impact: axis-changes mention which axis would be selected, highlights summarize how many data points would be highlighted, and zooming contains the new viewport dimensions.",12333,include-b,v1.1
12333,pat-086,Fixed Functional Panel Layout,U09,present,medium,verified,imported,"full text, system sec IV-A","In the following, we introduce all components labeled A through G in Fig. 1.",12333,include-b,v1.1
12333,pat-096,Accept/Reject Controls,U06,present,high,verified,imported,"full text, system sec IV-B",Users can reject or accept suggestions by clicking the respective buttons or simply ignore suggestions as they never restrict the interaction possibilities or interface functionality.,12333,include-b,v1.1
12372,pat-001,Linked Views,U07,central,high,verified,imported,full text sec 6.1,Users can select a cluster by clicking on the cluster label. This triggers the Document View to show articles in the cluster and the mentioned keywords (T3).,hints,include,v1.1
12372,pat-022,Artifact Derived Controls,U01,central,high,verified,imported,full text sec 6.1,Users can also select a keyword to filter the articles in the Document View (T3).,hints,include,v1.1
12372,pat-036,Overview-plus-Detail,U07,central,high,verified,imported,full text sec 3.2,"To facilitate incremental sensemaking, it is important to support users to drill down from a high-level overview to intermediate abstractions.",hints,include,v1.1
12372,pat-037,Unit Visualization Views,U07,central,high,verified,imported,fig 3,(b) The center area of Cluster View shows the topic structure of the corpus using Gosper curves.,hints,include,v1.1
12372,pat-052,Color Coded Content,U07,present,medium,verified,imported,full text sec 6.2,The main keywords of the document are highlighted in yellow in the summary to assist quick browsing.,hints,include,v1.1
12372,pat-057,Companion Chat Panel,U09,central,high,verified,imported,full text sec 6.3,The Analysis View (Figure 3-d) is an intelligent chatbot agent that assists users in analyzing the selected documents (T4).,hints,include,v1.1
12372,pat-074,Non-Readable to Natural Language Conversion,U04,present,high,verified,imported,full text sec 4.1,we assign human-readable labels to each cluster with prompts,hints,include,v1.1
12372,pat-086,Fixed Functional Panel Layout,U09,central,high,verified,imported,full text sec 6,"The HINTs system consists of three main views: Cluster View, Document View, and Analysis View.",hints,include,v1.1
12396,pat-032,Source Conditioned Generation,U01,central,medium,verified,imported,fig 4,Automatic interpreter to synthesize data video components from users' annotated narration and visualizations.,12396,include,v1.1
12396,pat-092,Natural-Language Control,U01,central,high,verified,imported,fig 1,"Users craft text narrations based on visualizations and incorporate natural language commands for data video authoring as inline annotations, known as annotated narration.",12396,include,v1.1
12415,pat-001,Linked Views,U07,present,high,verified,imported,fig 5,The charts can be brushed or clicked to filter each other (a).,lightva,include,v1.1
12415,pat-002,Candidate Gallery,U05,present,medium,verified,imported,fig 2,"The user proposes goals, selects tasks, merges visualizations, and engages in interactive exploration (H1-H5).",lightva,include,v1.1
12415,pat-023,Goal Decomposition,U08,central,high,verified,imported,abstract,"Our method is designed to help users progressively translate high-level analytical goals into low-level tasks, producing visualizations and deriving insights.",lightva,include,v1.1
12415,pat-028,Plan Preview,U07,central,high,verified,imported,abstract,we develop a system with a hybrid user interface that includes a task flow diagram for monitoring and managing the task planning process,lightva,include,v1.1
12415,pat-057,Companion Chat Panel,U09,present,medium,verified,imported,abstract,"a visualization panel for interactive data exploration, and a chat view for guiding the model through natural language in",lightva,include,v1.1
12415,pat-086,Fixed Functional Panel Layout,U09,present,high,verified,imported,fig 4,The LightVA system comprises four views.,lightva,include,v1.1
12428,pat-001,Linked Views,U07,present,medium,verified,imported,"system sec 4.3, fig 9",(A) Data Table that connects data points to the original tabular data,finflier,include-b,v1.1
12428,pat-010,Prefilled Editable Templates,U06,present,medium,verified,imported,"system sec 4.3, fig 9","(D) Design Panel that provides operations for canvas, visual elements and graphical overlays",finflier,include-b,v1.1
12428,pat-032,Source Conditioned Generation,U01,central,high,verified,imported,system sec 4.3,When a user uploads a data file with its corresponding textual content,finflier,include-b,v1.1
12428,pat-051,Elements for Process Disclosure,U07,central,high,verified,imported,system sec 4.3,"Additionally, FinFlier provides the reasoning behind the recognition in Narrative Panel",finflier,include-b,v1.1
12428,pat-052,Color Coded Content,U07,central,high,verified,imported,system sec 4.3,"Narrative Panel (Figure 9 (B)) displays the annotated textual content, where the background color of subjects is added, numerical values are underlined, and trend words are boxed.",finflier,include-b,v1.1
12428,pat-086,Fixed Functional Panel Layout,U09,central,high,verified,imported,system sec 4.3,"We design an interface for our system which consists of four views, as shown in Figure 9: (A) Data Table, (B) Narrative Panel, (C) Data Chart, and (D) Design Panel.",finflier,include-b,v1.1
12458,pat-011,Live Activity Output Synchronization,U02,present,medium,verified,imported,fig 5,"Transition animations are activated when the audio narration hits the relevant segments, with representative transitions highlighted in the text.",12458,include,v1.1
12458,pat-033,Output Templates,U03,central,high,verified,imported,system sec (full text),"We formalize the data fact as a 6-tuple structure,",12458,include,v1.1
12458,pat-063,Multimodal Output,U04,central,high,verified,imported,abstract,"Finally, the visualization sequence, transition animations, and audio narration generated by text-to-speech technologies are rendered into a data video.",12458,include,v1.1
12458,pat-076,Perceptible Rendering,U04,central,high,verified,imported,system sec (full text),we map each data fact candidate to the Vega-Lite,12458,include,v1.1
12469,pat-001,Linked Views,U07,central,high,verified,imported,system sec (full text),Hovering over a rectangle band (d1) highlights the associated,promptaid,include,v1.1
12469,pat-002,Candidate Gallery,U05,present,high,verified,imported,fig 1,"(E) obtaining recommendations for prompt template alteration, and (F) testing generated templates on in or out of distribution data points.",promptaid,include,v1.1
12469,pat-004,Side-by-Side Comparison,U05,present,high,verified,imported,system sec (full text),The panel’s footer (b10) acts as a version comparison tool,promptaid,include,v1.1
12469,pat-007,Perturb-and-Compare,U05,central,high,verified,imported,abstract,"strategies: keyword perturbations, paraphrasing perturbations,",promptaid,include,v1.1
12469,pat-022,Artifact Derived Controls,U01,central,high,verified,imported,system sec (full text),"panel’s header, and displays contextually similar words for the",promptaid,include,v1.1
12469,pat-036,Overview-plus-Detail,U07,present,high,verified,imported,fig 1,(C) analyzing instance level performance of a prompt template,promptaid,include,v1.1
12469,pat-037,Unit Visualization Views,U07,central,high,verified,imported,system sec (full text),"are placed based on their similarity using a t-SNE layout, with",promptaid,include,v1.1
12469,pat-052,Color Coded Content,U07,present,medium,verified,imported,system sec (full text),classified data points have green backgrounds (incorrect are,promptaid,include,v1.1
12469,pat-080,Revisitable History,U08,central,high,verified,imported,system sec (full text),tracking mechanism to monitor the various versions of a prompt,promptaid,include,v1.1
12469,pat-086,Fixed Functional Panel Layout,U09,central,high,verified,imported,fig 1,"PROMPTAID’s interface consists of six main linked sections which support (A) selecting models, domains and entering custom prompt templates",promptaid,include,v1.1
12469,pat-095,Manual Fallback Editing,U06,present,medium,verified,imported,system sec (full text),A Prompt Editor (a2) lets users enter personalized,promptaid,include,v1.1
12472,pat-010,Prefilled Editable Templates,U06,present,medium,verified,imported,abstract,"enabling humans to identify, understand, and correct hidden issues within FM-generated labels",vista,include,v1.1
12472,pat-017,Staged Pipeline,U08,central,high,verified,imported,fig 5,"Analytical workflow for human validators to conduct issue validation and mitigation with VISTA’s visual interface, with the top and bottom phases addressing I1 and I2, respectively. Each phase comprises three stages.",vista,include,v1.1
12472,pat-086,Fixed Functional Panel Layout,U09,central,high,verified,imported,fig 4,"A Label View presents groups of labels in a grid-based layout, allowing for label issue validation; B Issue Pattern View organizes segment-label pairs into data groups based on their common patterns",vista,include,v1.1
12537,pat-001,Linked Views,U07,present,high,verified,imported,system sec (full text),details of the conversation will scroll down to the corresponding,jailbreakhunter,include,v1.1
12537,pat-004,Side-by-Side Comparison,U05,present,high,verified,imported,system sec (full text),inspected query and the reported jailbreak prompt side by side,jailbreakhunter,include,v1.1
12537,pat-036,Overview-plus-Detail,U07,central,high,verified,imported,abstract,"We have designed a workflow with three analysis levels: group-level, conversationlevel, and turn-level.",jailbreakhunter,include,v1.1
12537,pat-037,Unit Visualization Views,U07,central,high,verified,imported,system sec (full text),"Interactions: Following WizMap, the projection plane supports semantic zooming. Users also have the ability to configure",jailbreakhunter,include,v1.1
12537,pat-078,Composite Glyph,U04,central,high,verified,imported,system sec (full text),A conversation is represented by a horizontal glyph. The left part,jailbreakhunter,include,v1.1
12537,pat-086,Fixed Functional Panel Layout,U09,central,high,verified,imported,system sec (full text),The visualizations comprise four main views. The Filter Panel,jailbreakhunter,include,v1.1
12559,pat-001,Linked Views,U07,central,high,verified,imported,system sec (full text),The use of the two hierarchies is to support a coordinated,12559,include,v1.1
12559,pat-004,Side-by-Side Comparison,U05,present,high,verified,imported,fig 3,"directions. Lastly, original images are shown on the right for comparison with",12559,include,v1.1
12559,pat-007,Perturb-and-Compare,U05,central,high,verified,imported,fig 2,"and editing them in various pre-computed directions (2). Next, image features",12559,include,v1.1
12559,pat-036,Overview-plus-Detail,U07,central,high,verified,imported,fig 1,"of a hierarchical organization of (a) concepts and (b) codes, and (c) a grid-based view that shows images generated by combinations of codes (rows) and concepts",12559,include,v1.1
12559,pat-052,Color Coded Content,U07,present,medium,verified,imported,fig 1,Nodes in the hierarchies color-encode the semantic variability and magnitude of edits made by concepts.,12559,include,v1.1
12559,pat-086,Fixed Functional Panel Layout,U09,present,medium,verified,imported,fig 3,codes is placed on the left and a hierarchy of concepts is placed at the top.,12559,include,v1.1
12566,pat-009,Proactive Support,U02,central,high,verified,imported,fig 1,"Our system dynamically proposes suitable virtual content and placements based on the context and the user’s progress, helping them complete",activear,include-b,v1.1
12566,pat-049,Space Registered Overlay,U04,central,high,verified,imported,abstract,and uses this context information to automatically select appropriate virtual content and display positions.,activear,include-b,v1.1
12566,pat-059,Inferred User State Driven Adaptation,U01,present,medium,verified,imported,system sec (full text),"for each newly generated quad: “Keep”, “Move”, and “New”.",activear,include-b,v1.1
12566,pat-062,Voice Interaction,U04,present,medium,verified,imported,system sec (full text),of a set of voice commands for object-centric virtual content,activear,include-b,v1.1
12566,pat-095,Manual Fallback Editing,U06,present,medium,verified,imported,discussion (full text),"Consequently, users heavily rely on manual dragging to adjust",activear,include-b,v1.1
12590,pat-007,Perturb-and-Compare,U05,central,high,verified,imported,system sec (full text),Users can toggle to check the perturbation results of a particular strategy using the radio box at the top of the column.,jailbreaklens,include,v1.1
12590,pat-033,Output Templates,U03,present,medium,verified,imported,system sec (full text),we propose a component classification method and three perturbation strategies based on the summarized taxonomy (Section III-C).,jailbreaklens,include,v1.1
12590,pat-036,Overview-plus-Detail,U07,central,high,verified,imported,system sec (full text),by category and denoted by their serial numbers. The categories are collapsed by default to visualize their aggregated,jailbreaklens,include,v1.1
12590,pat-037,Unit Visualization Views,U07,present,medium,verified,imported,system sec (full text),in a scatter plot. We embed model responses based on OpenAI’s embedding model [71] and project them using the PCA,jailbreaklens,include,v1.1
12590,pat-067,User-Authored Rules,U03,present,high,verified,imported,system sec (full text),Users can use natural language to specify additional criteria,jailbreaklens,include,v1.1
12590,pat-078,Composite Glyph,U04,present,medium,verified,imported,system sec (full text),"this difference, we design three kinds of glyphs to represent",jailbreaklens,include,v1.1
12590,pat-086,Fixed Functional Panel Layout,U09,central,high,verified,imported,fig 2,"Users configure jailbreak questions and templates in the Configuration View (A), overview their jailbreak performance in the Summary View (B1)",jailbreaklens,include,v1.1
12599,pat-004,Side-by-Side Comparison,U05,present,medium,verified,imported,system sec (full text),"each displaying a report of past version selected by the user, to",visualizationary,include,v1.1
12599,pat-015,Question-Driven Elicitation,U01,present,medium,verified,imported,system sec (full text),"added as a preamble. Finally, based on the clarification, the",visualizationary,include,v1.1
12599,pat-017,Staged Pipeline,U08,central,high,verified,imported,intro (full text),"1) Analyze the state of a visualization using automated perceptual filters, yielding a corresponding analysis report;",visualizationary,include,v1.1
12599,pat-032,Source Conditioned Generation,U01,central,high,verified,imported,fig 1,The system first receives a data visualization (chart) from the project container interface,visualizationary,include,v1.1
12599,pat-033,Output Templates,U03,central,high,verified,imported,system sec (full text),"Then, based on a series of template questions, ChatGPT",visualizationary,include,v1.1
12599,pat-036,Overview-plus-Detail,U07,present,high,verified,imported,system sec (full text),see high-level themes without having to drill down into low-level,visualizationary,include,v1.1
12599,pat-053,Artifact Flagging and Annotations,U07,present,medium,verified,imported,system sec (full text),"modification using a circular visual mark, either yellow or red",visualizationary,include,v1.1
12599,pat-074,Non-Readable to Natural Language Conversion,U04,central,high,verified,imported,intro (full text),and then generate automatic design guidance using an LLM as a,visualizationary,include,v1.1
12599,pat-076,Perceptible Rendering,U04,present,medium,verified,imported,system sec (full text),map is overlaid as a heatmap on the chart image. The most,visualizationary,include,v1.1
12599,pat-080,Revisitable History,U08,central,high,verified,imported,system sec (full text),Viewing a project shows a timeline of the revisions and allows,visualizationary,include,v1.1
12601,pat-057,Companion Chat Panel,U09,present,medium,verified,imported,fig 6,The initial view of three molecular models and a demonstration of a multi-turn conversation scenario,voice,include,v1.1
12601,pat-062,Voice Interaction,U04,central,high,verified,imported,abstract,The VOICE framework can receive arbitrary voice commands from the user and respond verbally,voice,include,v1.1
12601,pat-063,Multimodal Output,U04,present,medium,verified,imported,abstract,Our interactive text-tovisualization method generates a flythrough sequence matching the content explanation,voice,include,v1.1
12601,pat-092,Natural-Language Control,U01,central,high,verified,imported,abstract,natural language interaction provides capabilities to navigate and manipulate 3D models in real-time,voice,include,v1.1
12608,pat-001,Linked Views,U07,central,high,verified,imported,system sec (full text),glyph will synchronously center and highlight the corresponding,12608,include,v1.1
12608,pat-033,Output Templates,U03,present,high,verified,imported,system sec (full text),"includes extracted information (e.g., location, time, risk description, consequence, reason, temperature, and casualty) and",12608,include,v1.1
12608,pat-036,Overview-plus-Detail,U07,central,high,verified,imported,system sec (full text),This process creates a two-level hierarchical topic structure.,12608,include,v1.1
12608,pat-037,Unit Visualization Views,U07,present,high,verified,imported,intro (full text),through hex bin visualizations of topics and news glyphs. To,12608,include,v1.1
12608,pat-053,Artifact Flagging and Annotations,U07,present,high,verified,imported,system sec (full text),"highlight relevant sentences pertaining to “risk,” “cause,” “consequence,” and “advice” within full text, which improves the",12608,include,v1.1
12608,pat-057,Companion Chat Panel,U09,present,medium,verified,imported,system sec (full text),that helps experts pose contextual questions. Contextual answers,12608,include,v1.1
12608,pat-074,Non-Readable to Natural Language Conversion,U04,present,medium,verified,imported,system sec (full text),"are synthesized into a comprehensive final report, encompassing",12608,include,v1.1
12608,pat-078,Composite Glyph,U04,central,high,verified,imported,abstract,"visualization designs, such as “thermoglyph” and news glyph, enhancing intuitive understanding and analysis of heat risks. The",12608,include,v1.1
12608,pat-086,Fixed Functional Panel Layout,U09,central,high,verified,imported,fig 2,"The Meteorological Panel (A) facilitates numerical understanding of meteorology, including temporal trends (A1), temporal distribution (A2), and spatial distribution (A3).",12608,include,v1.1
12650,pat-017,Staged Pipeline,U08,present,medium,verified,imported,abstract,"enabling users to engage with four scenarios through meditation, life appreciation, and experiential Zen practice",12650,include-b,v1.1
12650,pat-060,Multimodal Input,U04,central,high,verified,imported,abstract,The MR system integrates multi-modal interfaces,12650,include-b,v1.1
12650,pat-061,Tangible Interaction,U04,present,medium,verified,imported,system sec 4,Tactile-Zen Stone Tactile-Zen Cushion Sensory Symbols Olfactory-Sandalwood Walking Meditation (Kinhin),12650,include-b,v1.1
12656,pat-002,Candidate Gallery,U05,present,medium,verified,imported,fig 1,"(A) Intelligent Paper Recommendations help forage relevant literature via paper connections, such as citations, co-authorship, and thematic similarities.",litforager,include,v1.1
12656,pat-026,Unified Workspace,U09,central,medium,verified,imported,system sec 3.3,G3. Seamless transition between foraging and synthesizing.,litforager,include,v1.1
12656,pat-037,Unit Visualization Views,U07,central,high,verified,imported,fig 1,enable researchers to forage and visualize paper nodes within an immersive literature network graph in VR,litforager,include,v1.1
12656,pat-060,Multimodal Input,U04,central,high,verified,imported,fig 1,supports multimodal interactions,litforager,include,v1.1
12692,pat-043,Embodied Avatar,U04,central,high,verified,imported,system sec 3.1,The EVA appears in the instructor’s place and takes over the guidance role.,hatswapping,include-b,v1.1
12692,pat-044,Role-Play Scenario,U10,present,medium,verified,imported,system sec 3.1,"The virtual kitchen environment itself is fully interactive, equipped with a variety of interactable objects (ingredients, utensils, appliances) needed to realistically perform the steps of different cooking recipes.",hatswapping,include-b,v1.1
12692,pat-045,Multiparty Hub and Spoke,U10,central,high,verified,imported,system sec 3.1,The system facilitates real-time interaction between a student and an instructor within a shared virtual kitchen.,hatswapping,include-b,v1.1
12692,pat-047,Role Asymmetric Views,U10,present,medium,verified,imported,fig 3,"Student performing virtual cooking tasks: A) Instructor view observing the student chopping, B) chopping, C) microwave use, and D) marinating.",hatswapping,include-b,v1.1
12692,pat-048,Simulated Counterparts,U10,central,high,verified,imported,abstract,"enabling novel interaction paradigms like real-time substitution, where an EVA can temporarily take over from a human instructor to ensure task continuity [15, 57]",hatswapping,include-b,v1.1
12708,pat-009,Proactive Support,U02,present,medium,verified,imported,system sec (full text),initiated by the LLM agent. All conversations between the LLM agent,12708,include-b,v1.1
12708,pat-032,Source Conditioned Generation,U01,central,medium,verified,imported,system sec (full text),condition was generated by the LLM (GPT-4o) based on a fixed photo,12708,include-b,v1.1
12708,pat-042,Persona Assigned to Agents,U10,present,high,verified,imported,system sec (full text),Prompt engineering can be used to give LLMs a specific personality,12708,include-b,v1.1
12708,pat-043,Embodied Avatar,U04,central,high,verified,imported,system sec (full text),"A 3D virtual character from Meta Avatar (Meta, California,",12708,include-b,v1.1
12708,pat-049,Space Registered Overlay,U04,present,medium,verified,imported,system sec (full text),"however, the participant is placed in an AR environment. They can",12708,include-b,v1.1
12708,pat-062,Voice Interaction,U04,central,high,verified,imported,system sec (full text),and the user were conducted via voice interaction. Participants pressed,12708,include-b,v1.1
12708,pat-063,Multimodal Output,U04,present,medium,verified,imported,system sec (full text),"Speech output was generated using the textto-speech function of ElevenLabs (ElevenLabs, New York, USA)",12708,include-b,v1.1
12708,pat-087,Dual Artifact Presentation Modes,U09,central,high,verified,imported,fig 3,"Three spatial awareness conditions are implemented: LLM-only, where neither users nor agents are aware of the environment; AR-LLM,",12708,include-b,v1.1
12713,pat-040,Sketch-Based Input,U01,central,high,verified,imported,fig 1,we propose a novel method that allows everyday users to create personalized 3D garments by simply sketching in immersive,12713,include-b,v1.1
12713,pat-060,Multimodal Input,U04,present,medium,verified,imported,intro (full text),"controllers or hand tracking, anyone can sketch in the air",12713,include-b,v1.1
12730,pat-001,Linked Views,U07,central,high,verified,imported,abstract,conveyed through visual representations which are linked to the,causalchat,include,v1.1
12730,pat-023,Goal Decomposition,U08,present,medium,verified,imported,system sec (full text),"This generates 10 distinct prompts, 5 each for A and B taking",causalchat,include,v1.1
12730,pat-033,Output Templates,U03,central,high,verified,imported,system sec (full text),provide the following details in a tuple format: 1. Name of,causalchat,include,v1.1
12730,pat-051,Elements for Process Disclosure,U07,present,high,verified,imported,fig 9,"(D) the Causal Justification Panel offering a rationale for each hypothetical causal statement, covering latent factors, potential",causalchat,include,v1.1
12730,pat-057,Companion Chat Panel,U09,central,high,verified,imported,abstract,constructing detailed causal networks through conversation,causalchat,include,v1.1
12730,pat-078,Composite Glyph,U04,present,medium,verified,imported,system sec (full text),The Causal Relation Environment Chart is a diagram that,causalchat,include,v1.1
12730,pat-080,Revisitable History,U08,present,high,verified,imported,system sec (full text),The Model Tree is an N-ary tree structure in which each,causalchat,include,v1.1
12730,pat-086,Fixed Functional Panel Layout,U09,central,high,verified,imported,fig 9,It includes (A) the Control Panel for specifying fundamental parameters and tracking the,causalchat,include,v1.1
12730,pat-095,Manual Fallback Editing,U06,present,medium,verified,imported,system sec (full text),data-driven step and draw their own causal network. The,causalchat,include,v1.1
12730,pat-096,Accept/Reject Controls,U06,present,high,verified,imported,results (full text),"edge, remove it, add a confounder, or add a mediator. Initially,",causalchat,include,v1.1
12750,pat-034,Artifact Generation Property Controls,U01,present,medium,verified,imported,fig 6,"Visual effect adjustments on four aspects: (a) the number of GSs to collect, (b) value intervals of contours, (c) color scheme, and (d) whether to overlap GSs on the Global View",12750,include-b,v1.1
12750,pat-036,Overview-plus-Detail,U07,present,medium,verified,imported,fig 5,"Global View displays the application results of numerous GSs through a contour plot, where each position corresponds",12750,include-b,v1.1
12750,pat-037,Unit Visualization Views,U07,central,high,verified,imported,abstract,This paper presents Latent Space Map that projects a GLS onto a plane to help users locate regions rich in desirable GSs,12750,include-b,v1.1
12750,pat-086,Fixed Functional Panel Layout,U09,central,high,verified,imported,fig 5,The system interface primarily consists of two components: (a) Global View and (b) Local View. (c) Control Panel and (d) Information Panel are provided to facilitate user interactions,12750,include-b,v1.1
12769,pat-018,Addressable Segments,U06,central,high,verified,imported,fig 2,(a) Multi-view segmentation supports cross-frame tracking and 3DGS-based techniques for datasets that are not previously segmented.,nli4volvis,include,v1.1
12769,pat-057,Companion Chat Panel,U09,central,high,verified,imported,fig 3,"The NLI4VolVis interface consists of four key components: (a) panel, (b) rendering window, (c) chat widget, and (d) action log.",nli4volvis,include,v1.1
12769,pat-074,Non-Readable to Natural Language Conversion,U04,present,medium,verified,imported,abstract,"in the transition zone; hot (1,200-1,600°C, red) in the deeper upper mantle",nli4volvis,include,v1.1
12769,pat-086,Fixed Functional Panel Layout,U09,central,high,verified,imported,system sec 3.5,"the interface consists of four main components, arranged from left to right: the control panel, rendering window, chat widget, and action log",nli4volvis,include,v1.1
12769,pat-089,Chat Panels,U09,present,medium,verified,imported,fig 1,An example of chatting with NLI4VolVis about the mantle temperature dataset.,nli4volvis,include,v1.1
12769,pat-092,Natural-Language Control,U01,central,high,verified,imported,fig 1,Our system lets users intuitively explore and edit volumetric datasets using natural language.,nli4volvis,include,v1.1
12770,pat-019,Propose-Critique-Revise Iterative Refinement,U06,present,medium,verified,imported,system sec 6.1,"Observing higher similarity counts with the optimized query, the user refines their search to",conceptviz,include,v1.1
12770,pat-036,Overview-plus-Detail,U07,central,high,verified,imported,system sec 6.1,"Starting at a high-level view, user identify broad conceptual areas like scientific and sports. Drilling down into the scientific region reveals intermediate clusters focused on food concepts.",conceptviz,include,v1.1
12770,pat-037,Unit Visualization Views,U07,central,high,verified,imported,system sec 6.1,the user observes query-relevant features (blue points) distributed across several semantic regions in the concept space,conceptviz,include,v1.1
12770,pat-038,Model Internals View,U07,central,high,verified,imported,fig 2,"SAEs address the polysemanticity problem in LLM neurons by projecting neuron activations into sparse, interpretable features.",conceptviz,include,v1.1
12770,pat-074,Non-Readable to Natural Language Conversion,U04,present,medium,verified,imported,system sec 6.1,"Within the environmental cluster, the user discovers a highlighted feature with the description",conceptviz,include,v1.1
12770,pat-086,Fixed Functional Panel Layout,U09,central,high,verified,imported,fig 1,"consists of six interconnected views: (A) Concept Query View for building and refining queries, (B) SAE Discovery View for identifying relevant SAE models",conceptviz,include,v1.1
12777,pat-004,Side-by-Side Comparison,U05,central,high,verified,imported,fig 1,"Panels B and C show corrected versions generated by Claude and GPT, enabling side-by-side comparison.",misvisfix,include,v1.1
12777,pat-006,Multi-Model Output Comparison,U05,central,high,verified,imported,fig 3,Visualization generation workflow using Claude and GPT.,misvisfix,include,v1.1
12777,pat-017,Staged Pipeline,U08,present,medium,verified,imported,system sec 3.1,"The pipeline begins with visualization input, processes the image through multiple analytical stages, and culminates in presenting results and corrected visualizations to the user.",misvisfix,include,v1.1
12777,pat-019,Propose-Critique-Revise Iterative Refinement,U06,central,high,verified,imported,system sec 3.1,These components operate in sequence while facilitating iterative refinement through user interaction.,misvisfix,include,v1.1
12777,pat-024,Program-as-Output,U06,central,high,verified,imported,fig 3,"The system analyzes uploaded charts, generates Python code for improved versions",misvisfix,include,v1.1
12777,pat-029,Reverse Engineered Representation,U06,central,medium,verified,imported,system sec 3.2,We conducted pilot studies to determine which models performed best to extract data from graphs and answer visualization-based questions.,misvisfix,include,v1.1
12777,pat-053,Artifact Flagging and Annotations,U07,central,high,verified,imported,fig 1,where hovering over identified issues highlights the corresponding problematic regions directly on the chart,misvisfix,include,v1.1
12777,pat-057,Companion Chat Panel,U09,present,medium,verified,imported,fig 3,and enables iterative refinement through interactive chat until users are satisfied with the results,misvisfix,include,v1.1
12777,pat-086,Fixed Functional Panel Layout,U09,central,high,verified,imported,fig 1,MisVisFix dashboard. Panel A displays the original misleading visualization with interactive issue localization,misvisfix,include,v1.1
12792,pat-002,Candidate Gallery,U05,present,medium,verified,imported,system sec 4.2,"Upon selecting a Head Entity, the Tail Entity table positioned below the search boxes automatically populates with the top 50 predicted Tail Entities, sorted in ascending order by rank and annotated with their Name, Score, and Rank.",hypochainer,include-b,v1.1
12792,pat-017,Staged Pipeline,U08,central,high,verified,imported,fig 2,"Both follow the I Contextual Exploration, II Hypothesis Construction, and III Validation Selection workflow.",hypochainer,include-b,v1.1
12792,pat-032,Source Conditioned Generation,U01,present,medium,verified,imported,fig 1,Upload Drug Repurposing data.,hypochainer,include-b,v1.1
12792,pat-036,Overview-plus-Detail,U07,present,medium,verified,imported,system sec 4.2,"The Category search box displays categories to assist in selecting specific types of Head Entities or narrowing the scope of subsequent searches, while the Head search box leverages an auto-complete function for direct Head Entity queries.",hypochainer,include-b,v1.1
