paper_id,paper_name,pattern_ids,pattern_names,human_factor_ids,human_factor_names
10412,Data Has Entered the Chat: How Data Workers Conduct Exploratory Visual Analytic Conversations with GenAI Agents,pat-092 | pat-005 | pat-024 | pat-080 | pat-086 | pat-089,Natural-Language Control | Branching Exploration | Program-as-Output | Revisitable History | Fixed Functional Panel Layout | Chat Panels,F2 | F6 | F4,Creativity Support and Ideation | Sensemaking | Oversight
10413,AI-Enhanced Sensemaking: Exploring the Design of a Generative AI-Based Assistant to Support Genetic Professionals,,,F6 | F19 | F7,Sensemaking | Effort and Cognitive Load | Control and Agency
10419,Skeptik: A Hybrid Framework for Combating Potential Misinformation in Journalism,pat-033 | pat-001 | pat-053 | pat-057 | pat-088,Output Templates | Linked Views | Artifact Flagging and Annotations | Companion Chat Panel | AI Panels for Host Application,F6 | F3 | F8,Sensemaking | Judgment and Decision Making | Metacognition
10427,Urania: Visualizing Data Analysis Pipelines for Natural Language-Based Data Exploration,pat-032 | pat-092 | pat-033 | pat-095 | pat-023 | pat-020 | pat-086 | pat-076,Source Conditioned Generation | Natural-Language Control | Output Templates | Manual Fallback Editing | Goal Decomposition | Inspectable Intermediate Steps | Fixed Functional Panel Layout | Perceptible Rendering,F6 | F3 | F4 | F5 | F19 | F20 | F7,Sensemaking | Judgment and Decision Making | Oversight | Appropriate Reliance | Effort and Cognitive Load | Skill and Self-Efficacy | Control and Agency
10430,"Am I Understood?: How the Interplay between Embodiment and Theory of Mind Behavior Affects LLM-Based Conversational Agents on Perceived Trust, Anthropomorphism, Presence, Usability, and User Experience",pat-042 | pat-043 | pat-063,Persona Assigned to Agents | Embodied Avatar | Multimodal Output,F5 | F19 | F12 | F11 | F13,Appropriate Reliance | Effort and Cognitive Load | Perspective-Taking | Social Perception (Mindset) | Personalization
10434,AI Can See What You Can't See: How LLM-Agents Complement Human-Based Gender-Inclusive Usability Testing,pat-042 | pat-048,Persona Assigned to Agents | Simulated Counterparts,F9 | F8 | F18 | F19 | F12,Guidance and Feedback | Metacognition | Bias and Fairness | Effort and Cognitive Load | Perspective-Taking
10473,GlyphCreator: Towards Example-based Automatic Generation of Circular Glyphs,pat-027 | pat-032 | pat-024 | pat-029 | pat-078,Specification by Demonstration | Source Conditioned Generation | Program-as-Output | Reverse Engineered Representation | Composite Glyph,F2,Creativity Support and Ideation
10481,VITALITY: Promoting Serendipitous Discovery of Academic Literature with Transformers & Visual Analytics,pat-032 | pat-036 | pat-037 | pat-086,Source Conditioned Generation | Overview-plus-Detail | Unit Visualization Views | Fixed Functional Panel Layout,F6 | F3,Sensemaking | Judgment and Decision Making
10527,VisQA: X-raying Vision and Language Reasoning in Transformers,pat-001 | pat-036 | pat-038 | pat-051 | pat-086,Linked Views | Overview-plus-Detail | Model Internals View | Elements for Process Disclosure | Fixed Functional Panel Layout,F4 | F18,Oversight | Bias and Fairness
10539,GenNI: Human-AI Collaboration for Data-Backed Text Generation,pat-027 | pat-067 | pat-038 | pat-052 | pat-086,Specification by Demonstration | User-Authored Rules | Model Internals View | Color Coded Content | Fixed Functional Panel Layout,F3 | F4 | F7,Judgment and Decision Making | Oversight | Control and Agency
10651,SAniHead: Sketching Animal-Like 3D Character Heads Using a View-Surface Collaborative Mesh Generative Network,pat-040 | pat-019 | pat-095,Sketch-Based Input | Propose-Critique-Revise Iterative Refinement | Manual Fallback Editing,F19 | F20,Effort and Cognitive Load | Skill and Self-Efficacy
10886,MetaGlyph: Automatic Generation of Metaphoric Glyph-based Visualization,pat-032 | pat-078,Source Conditioned Generation | Composite Glyph,F2 | F6 | F19 | F20 | F7,Creativity Support and Ideation | Sensemaking | Effort and Cognitive Load | Skill and Self-Efficacy | Control and Agency
10912,DashBot: Insight-Driven Dashboard Generation Based on Deep Reinforcement Learning,pat-002 | pat-010 | pat-095 | pat-086,Candidate Gallery | Prefilled Editable Templates | Manual Fallback Editing | Fixed Functional Panel Layout,F6 | F7,Sensemaking | Control and Agency
10932,Sporthesia: Augmenting Sports Videos Using Natural Language,pat-011 | pat-092 | pat-087 | pat-049,Live Activity Output Synchronization | Natural-Language Control | Dual Artifact Presentation Modes | Space Registered Overlay,F6 | F19 | F20 | F12,Sensemaking | Effort and Cognitive Load | Skill and Self-Efficacy | Perspective-Taking
10953,Interactive and Visual Prompt Engineering for Ad-hoc Task Adaptation with Large Language Models,pat-007 | pat-017 | pat-038,Perturb-and-Compare | Staged Pipeline | Model Internals View,F4 | F20,Oversight | Skill and Self-Efficacy
10955,Visual Comparison of Language Model Adaptation,pat-004 | pat-006 | pat-038 | pat-086,Side-by-Side Comparison | Multi-Model Output Comparison | Model Internals View | Fixed Functional Panel Layout,F3 | F4,Judgment and Decision Making | Oversight
11011,Molecumentary: Adaptable Narrated Documentaries Using Molecular Visualization,pat-009 | pat-074,Proactive Support | Non-Readable to Natural Language Conversion,F6 | F19 | F7 | F12 | F13,Sensemaking | Effort and Cognitive Load | Control and Agency | Perspective-Taking | Personalization
11111,How Does Attention Work in Vision Transformers? A Visual Analytics Attempt,pat-036 | pat-038 | pat-086,Overview-plus-Detail | Model Internals View | Fixed Functional Panel Layout,F6 | F4,Sensemaking | Oversight
11194,DrawingInStyles: Portrait Image Generation and Editing With Spatially Conditioned StyleGAN,pat-032 | pat-040 | pat-002 | pat-021 | pat-029 | pat-017,Source Conditioned Generation | Sketch-Based Input | Candidate Gallery | Localized Tweaking Support | Reverse Engineered Representation | Staged Pipeline,F1 | F19 | F20 | F7,Gulf of Envisioning | Effort and Cognitive Load | Skill and Self-Efficacy | Control and Agency
11325,Data Player: Automatic Generation of Data Videos with Narration-Animation Interplay,pat-032 | pat-063,Source Conditioned Generation | Multimodal Output,F2 | F6 | F19 | F12 | F13,Creativity Support and Ideation | Sensemaking | Effort and Cognitive Load | Perspective-Taking | Personalization
11327,Socrates: Data Story Generation via Adaptive Machine-Guided Elicitation of User Feedback,pat-015 | pat-002 | pat-086 | pat-088,Question-Driven Elicitation | Candidate Gallery | Fixed Functional Panel Layout | AI Panels for Host Application,F3 | F19 | F7 | F12,Judgment and Decision Making | Effort and Cognitive Load | Control and Agency | Perspective-Taking
11339,AttentionViz: A Global View of Transformer Attention,pat-001 | pat-036 | pat-037 | pat-038,Linked Views | Overview-plus-Detail | Unit Visualization Views | Model Internals View,F6 | F4,Sensemaking | Oversight
11340,: Visualizing and Understanding Commonsense Reasoning Capabilities of Natural Language Models,pat-036 | pat-038,Overview-plus-Detail | Model Internals View,F6 | F4,Sensemaking | Oversight
11341,Let the Chart Spark: Embedding Semantic Context into Chart with Text-to-Image Generative Model,pat-032 | pat-092 | pat-033 | pat-017 | pat-020 | pat-051,Source Conditioned Generation | Natural-Language Control | Output Templates | Staged Pipeline | Inspectable Intermediate Steps | Elements for Process Disclosure,F3 | F19 | F20 | F12 | F13,Judgment and Decision Making | Effort and Cognitive Load | Skill and Self-Efficacy | Perspective-Taking | Personalization
11342,PromptMagician: Interactive Prompt Engineering for Text-to-Image Creation,pat-022 | pat-034 | pat-067 | pat-001 | pat-036 | pat-037 | pat-086,Artifact Derived Controls | Artifact Generation Property Controls | User-Authored Rules | Linked Views | Overview-plus-Detail | Unit Visualization Views | Fixed Functional Panel Layout,F1 | F2 | F6 | F4 | F20,Gulf of Envisioning | Creativity Support and Ideation | Sensemaking | Oversight | Skill and Self-Efficacy
11389,NL2Color: Refining Color Palettes for Charts with Natural Language,pat-032 | pat-092 | pat-004,Source Conditioned Generation | Natural-Language Control | Side-by-Side Comparison,F1 | F19 | F20,Gulf of Envisioning | Effort and Cognitive Load | Skill and Self-Efficacy
11396,TransforLearn: Interactive Visual Tutorial for the Transformer Model,pat-038 | pat-086 | pat-087 | pat-074,Model Internals View | Fixed Functional Panel Layout | Dual Artifact Presentation Modes | Non-Readable to Natural Language Conversion,F9 | F6 | F4 | F20,Guidance and Feedback | Sensemaking | Oversight | Skill and Self-Efficacy
11401,InkSight: Leveraging Sketch Interaction for Documenting Chart Findings in Computational Notebooks,pat-040 | pat-088,Sketch-Based Input | AI Panels for Host Application,F1 | F6 | F19,Gulf of Envisioning | Sensemaking | Effort and Cognitive Load
11418,Data Formulator: AI-Powered Concept-Driven Visualization Authoring,pat-027 | pat-093 | pat-024 | pat-020,Specification by Demonstration | Familiar-Object Metaphor | Program-as-Output | Inspectable Intermediate Steps,F1 | F3 | F19 | F20,Gulf of Envisioning | Judgment and Decision Making | Effort and Cognitive Load | Skill and Self-Efficacy
11435,: Visualization of AI-Assisted Task Guidance in AR,pat-004 | pat-080 | pat-086 | pat-049,Side-by-Side Comparison | Revisitable History | Fixed Functional Panel Layout | Space Registered Overlay,F3 | F4,Judgment and Decision Making | Oversight
11470,PhraseMap: Attention-Based Keyphrases Recommendation for Information Seeking,pat-022 | pat-092 | pat-096 | pat-037 | pat-052 | pat-086,Artifact Derived Controls | Natural-Language Control | Accept/Reject Controls | Unit Visualization Views | Color Coded Content | Fixed Functional Panel Layout,F9 | F6 | F19,Guidance and Feedback | Sensemaking | Effort and Cognitive Load
11541,Empowering Persons with Autism Through Cross-Reality and Conversational Agents,pat-016 | pat-044 | pat-026 | pat-049 | pat-062,Structured Dialogue Flow | Role-Play Scenario | Unified Workspace | Space Registered Overlay | Voice Interaction,F20,Skill and Self-Efficacy
11632,Visual Explanation for Open-Domain Question Answering With BERT,pat-034 | pat-004 | pat-017 | pat-001 | pat-036 | pat-038 | pat-086,Artifact Generation Property Controls | Side-by-Side Comparison | Staged Pipeline | Linked Views | Overview-plus-Detail | Model Internals View | Fixed Functional Panel Layout,F6 | F4 | F19,Sensemaking | Oversight | Effort and Cognitive Load
11733,AutoTitle: An Interactive Title Generator for Visualizations,pat-034 | pat-002 | pat-051,Artifact Generation Property Controls | Candidate Gallery | Elements for Process Disclosure,F2 | F3,Creativity Support and Ideation | Judgment and Decision Making
11745,Personalized Language Model Selection Through Gamified Elicitation of Contrastive Concept Preferences,pat-015 | pat-093 | pat-017 | pat-037 | pat-052 | pat-048 | pat-063,Question-Driven Elicitation | Familiar-Object Metaphor | Staged Pipeline | Unit Visualization Views | Color Coded Content | Simulated Counterparts | Multimodal Output,F1 | F9 | F19 | F20 | F12 | F13,Gulf of Envisioning | Guidance and Feedback | Effort and Cognitive Load | Skill and Self-Efficacy | Perspective-Taking | Personalization
11750,"A Collaborative, Interactive and Context-Aware Drawing Agent for Co-Creative Design",pat-040 | pat-071 | pat-019 | pat-021 | pat-095,Sketch-Based Input | Protected Region | Propose-Critique-Revise Iterative Refinement | Localized Tweaking Support | Manual Fallback Editing,F1 | F2 | F12,Gulf of Envisioning | Creativity Support and Ideation | Perspective-Taking
11792,Interactive Table Synthesis With Natural Language,pat-032 | pat-092 | pat-033 | pat-002 | pat-019 | pat-024 | pat-020 | pat-086,Source Conditioned Generation | Natural-Language Control | Output Templates | Candidate Gallery | Propose-Critique-Revise Iterative Refinement | Program-as-Output | Inspectable Intermediate Steps | Fixed Functional Panel Layout,F4 | F19 | F20,Oversight | Effort and Cognitive Load | Skill and Self-Efficacy
11819,KnowledgeVIS: Interpreting Language Models by Comparing Fill-in-the-Blank Prompts,pat-007 | pat-036 | pat-038 | pat-086,Perturb-and-Compare | Overview-plus-Detail | Model Internals View | Fixed Functional Panel Layout,F6 | F4 | F18,Sensemaking | Oversight | Bias and Fairness
11896,Collaborative Forensic Autopsy Documentation and Supervised Report Generation Using a Hybrid Mixed-Reality Environment and Generative AI,pat-010 | pat-045 | pat-026 | pat-062,Prefilled Editable Templates | Multiparty Hub and Spoke | Unified Workspace | Voice Interaction,F3 | F5 | F19,Judgment and Decision Making | Appropriate Reliance | Effort and Cognitive Load
11930,Sportify: Question Answering with Embedded Visualizations and Personified Narratives for Sports Video,pat-018 | pat-042 | pat-057 | pat-049 | pat-074,Addressable Segments | Persona Assigned to Agents | Companion Chat Panel | Space Registered Overlay | Non-Readable to Natural Language Conversion,F6 | F3 | F5 | F20 | F13,Sensemaking | Judgment and Decision Making | Appropriate Reliance | Skill and Self-Efficacy | Personalization
11931,Smartboard: Visual Exploration of Team Tactics with LLM Agent,pat-040 | pat-033 | pat-067 | pat-002 | pat-005 | pat-019 | pat-017 | pat-080 | pat-051 | pat-042 | pat-057 | pat-086 | pat-060,Sketch-Based Input | Output Templates | User-Authored Rules | Candidate Gallery | Branching Exploration | Propose-Critique-Revise Iterative Refinement | Staged Pipeline | Revisitable History | Elements for Process Disclosure | Persona Assigned to Agents | Companion Chat Panel | Fixed Functional Panel Layout | Multimodal Input,F1 | F2 | F9 | F6 | F4 | F19 | F20 | F7,Gulf of Envisioning | Creativity Support and Ideation | Guidance and Feedback | Sensemaking | Oversight | Effort and Cognitive Load | Skill and Self-Efficacy | Control and Agency
11956,ModalChorus: Visual Probing and Alignment of Multi-Modal Embeddings via Modal Fusion Map,pat-001 | pat-037 | pat-038,Linked Views | Unit Visualization Views | Model Internals View,F6 | F4,Sensemaking | Oversight
11972,PhenoFlow: A Human-LLM Driven Visual Analytics System for Exploring Large and Complex Stroke Datasets,pat-092 | pat-074 | pat-078,Natural-Language Control | Non-Readable to Natural Language Conversion | Composite Glyph,F6 | F3 | F19,Sensemaking | Judgment and Decision Making | Effort and Cognitive Load
11973,Towards Dataset-Scale and Feature-Oriented Evaluation of Text Summarization in Large Language Model Prompts,pat-034 | pat-017 | pat-037 | pat-051 | pat-086,Artifact Generation Property Controls | Staged Pipeline | Unit Visualization Views | Elements for Process Disclosure | Fixed Functional Panel Layout,F3 | F19 | F20,Judgment and Decision Making | Effort and Cognitive Load | Skill and Self-Efficacy
11974,AdversaFlow: Visual Red Teaming for Large Language Models with Multi-Level Adversarial Flow,pat-036 | pat-037 | pat-086,Overview-plus-Detail | Unit Visualization Views | Fixed Functional Panel Layout,F6 | F3 | F19 | F20,Sensemaking | Judgment and Decision Making | Effort and Cognitive Load | Skill and Self-Efficacy
11975,LLM Comparator: Interactive Analysis of Side-by-Side Evaluation of Large Language Models,pat-022 | pat-004 | pat-006 | pat-095 | pat-036 | pat-051 | pat-086,Artifact Derived Controls | Side-by-Side Comparison | Multi-Model Output Comparison | Manual Fallback Editing | Overview-plus-Detail | Elements for Process Disclosure | Fixed Functional Panel Layout,F6 | F3 | F4 | F19,Sensemaking | Judgment and Decision Making | Oversight | Effort and Cognitive Load
11976,Fine-Tuned Large Language Model for Visualization System: A Study on Self-Regulated Learning in Education,pat-057 | pat-086,Companion Chat Panel | Fixed Functional Panel Layout,F8 | F20,Metacognition | Skill and Self-Efficacy
11979,KNowNEt:Guided Health Information Seeking from LLMs via Knowledge Graph Integration,pat-001 | pat-051,Linked Views | Elements for Process Disclosure,F9 | F6 | F3 | F4,Guidance and Feedback | Sensemaking | Judgment and Decision Making | Oversight
11995,D-Tour: Semi-Automatic Generation of Interactive Guided Tours for Visualization Dashboard Onboarding,pat-005 | pat-010 | pat-029,Branching Exploration | Prefilled Editable Templates | Reverse Engineered Representation,F9 | F6 | F7,Guidance and Feedback | Sensemaking | Control and Agency
12008,When Refreshable Tactile Displays Meet Conversational Agents: Investigating Accessible Data Presentation and Analysis with Touch and Speech,pat-057 | pat-060 | pat-061,Companion Chat Panel | Multimodal Input | Tangible Interaction,F6 | F19 | F20 | F13 | F14,Sensemaking | Effort and Cognitive Load | Skill and Self-Efficacy | Personalization | Accessibility
12012,StuGPTViz: A Visual Analytics Approach to Understand Student-ChatGPT Interactions,pat-033 | pat-036 | pat-086,Output Templates | Overview-plus-Detail | Fixed Functional Panel Layout,F6 | F19 | F20,Sensemaking | Effort and Cognitive Load | Skill and Self-Efficacy
12049,VADIS: A Visual Analytics Pipeline for Dynamic Document Representation and Information-Seeking,pat-019 | pat-037 | pat-038,Propose-Critique-Revise Iterative Refinement | Unit Visualization Views | Model Internals View,F6 | F3 | F4 | F7,Sensemaking | Judgment and Decision Making | Oversight | Control and Agency
12078,ChartGPT: Leveraging LLMs to Generate Charts From Abstract Natural Language,pat-032 | pat-092 | pat-033 | pat-002 | pat-010 | pat-017 | pat-020 | pat-086,Source Conditioned Generation | Natural-Language Control | Output Templates | Candidate Gallery | Prefilled Editable Templates | Staged Pipeline | Inspectable Intermediate Steps | Fixed Functional Panel Layout,F1 | F2 | F4 | F19 | F20 | F7,Gulf of Envisioning | Creativity Support and Ideation | Oversight | Effort and Cognitive Load | Skill and Self-Efficacy | Control and Agency
12085,LEVA: Using Large Language Models to Enhance Visual Analytics,pat-009 | pat-017 | pat-080 | pat-088 | pat-074,Proactive Support | Staged Pipeline | Revisitable History | AI Panels for Host Application | Non-Readable to Natural Language Conversion,F6 | F19 | F20,Sensemaking | Effort and Cognitive Load | Skill and Self-Efficacy
12159,LLMER: Crafting Interactive Extended Reality Worlds with JSON Data Generated by Large Language Models,pat-033 | pat-024 | pat-023 | pat-049 | pat-062,Output Templates | Program-as-Output | Goal Decomposition | Space Registered Overlay | Voice Interaction,F19 | F13,Effort and Cognitive Load | Personalization
12163,Explainable XR: Understanding User Behaviors of XR Environments Using LLM-Assisted Analytics Framework,pat-024 | pat-017,Program-as-Output | Staged Pipeline,F1 | F6 | F19,Gulf of Envisioning | Sensemaking | Effort and Cognitive Load
12175,Enhancing Patient Acceptance of Robotic Ultrasound through Conversational Virtual Agent and Immersive Visualizations,pat-087 | pat-043 | pat-049 | pat-061,Dual Artifact Presentation Modes | Embodied Avatar | Space Registered Overlay | Tangible Interaction,F5 | F7 | F11,Appropriate Reliance | Control and Agency | Social Perception (Mindset)
12236,MineVRA: Exploring the Role of Generative AI-Driven Content Development in XR Environments through a Context-Aware Approach,pat-002 | pat-017 | pat-020 | pat-086 | pat-087 | pat-060,Candidate Gallery | Staged Pipeline | Inspectable Intermediate Steps | Fixed Functional Panel Layout | Dual Artifact Presentation Modes | Multimodal Input,F2 | F19 | F7 | F13,Creativity Support and Ideation | Effort and Cognitive Load | Control and Agency | Personalization
12247,InsightLens: Augmenting LLM-Powered Data Analysis With Interactive Insight Management and Navigation,pat-009 | pat-012 | pat-033 | pat-018 | pat-001 | pat-036 | pat-052 | pat-086 | pat-088 | pat-089 | pat-074,Proactive Support | Live Side Panel | Output Templates | Addressable Segments | Linked Views | Overview-plus-Detail | Color Coded Content | Fixed Functional Panel Layout | AI Panels for Host Application | Chat Panels | Non-Readable to Natural Language Conversion,F6 | F18 | F19 | F7,Sensemaking | Bias and Fairness | Effort and Cognitive Load | Control and Agency
12248,ChartInsighter: An Approach for Mitigating Hallucination in Time-Series Chart Summary Generation With a Benchmark Dataset,pat-032 | pat-033 | pat-001 | pat-074,Source Conditioned Generation | Output Templates | Linked Views | Non-Readable to Natural Language Conversion,F6 | F3 | F19 | F12,Sensemaking | Judgment and Decision Making | Effort and Cognitive Load | Perspective-Taking
12254,Human-Guided Image Generation for Expanding Small-Scale Training Image Datasets,pat-032 | pat-019,Source Conditioned Generation | Propose-Critique-Revise Iterative Refinement,F1 | F2 | F3 | F4 | F19 | F7,Gulf of Envisioning | Creativity Support and Ideation | Judgment and Decision Making | Oversight | Effort and Cognitive Load | Control and Agency
12266,SNIL: Generating Sports News From Insights With Large Language Models,pat-092 | pat-033 | pat-010 | pat-018 | pat-017 | pat-023 | pat-086 | pat-087,Natural-Language Control | Output Templates | Prefilled Editable Templates | Addressable Segments | Staged Pipeline | Goal Decomposition | Fixed Functional Panel Layout | Dual Artifact Presentation Modes,F6 | F19 | F20 | F12,Sensemaking | Effort and Cognitive Load | Skill and Self-Efficacy | Perspective-Taking
12275,MAICO: A Visualization Design Study on AI-Assisted Music Composition,pat-032 | pat-034 | pat-002 | pat-006 | pat-036 | pat-037 | pat-086 | pat-078,Source Conditioned Generation | Artifact Generation Property Controls | Candidate Gallery | Multi-Model Output Comparison | Overview-plus-Detail | Unit Visualization Views | Fixed Functional Panel Layout | Composite Glyph,F2 | F6 | F4 | F19 | F7 | F17,Creativity Support and Ideation | Sensemaking | Oversight | Effort and Cognitive Load | Control and Agency | Privacy and Ownership
12281,AgentLens: Visual Analysis for Agent Behaviors in LLM-Based Autonomous Systems,pat-034 | pat-080 | pat-001 | pat-036 | pat-051 | pat-053 | pat-086 | pat-074,Artifact Generation Property Controls | Revisitable History | Linked Views | Overview-plus-Detail | Elements for Process Disclosure | Artifact Flagging and Annotations | Fixed Functional Panel Layout | Non-Readable to Natural Language Conversion,F6 | F4 | F5 | F19 | F20,Sensemaking | Oversight | Appropriate Reliance | Effort and Cognitive Load | Skill and Self-Efficacy
12304,Visual Analysis of Prediction Uncertainty in Neural Networks for Deep Image Synthesis,pat-004 | pat-006 | pat-001 | pat-036 | pat-038 | pat-051 | pat-086,Side-by-Side Comparison | Multi-Model Output Comparison | Linked Views | Overview-plus-Detail | Model Internals View | Elements for Process Disclosure | Fixed Functional Panel Layout,F6 | F3 | F4 | F5,Sensemaking | Judgment and Decision Making | Oversight | Appropriate Reliance
12305,PrompTHis: Visualizing the Process and Influence of Prompt Editing During Text-to-Image Creation,pat-004 | pat-080 | pat-036 | pat-037 | pat-052 | pat-086 | pat-078,Side-by-Side Comparison | Revisitable History | Overview-plus-Detail | Unit Visualization Views | Color Coded Content | Fixed Functional Panel Layout | Composite Glyph,F1 | F2 | F6 | F4 | F7,Gulf of Envisioning | Creativity Support and Ideation | Sensemaking | Oversight | Control and Agency
12311,WonderFlow: Narration-Centric Design of Animated Data Videos,pat-001 | pat-026 | pat-086,Linked Views | Unified Workspace | Fixed Functional Panel Layout,F19 | F20,Effort and Cognitive Load | Skill and Self-Efficacy
12316,Enhancing Data Literacy On-Demand: LLMs as Guides for Novices in Chart Interpretation,pat-033 | pat-021 | pat-057 | pat-060 | pat-063,Output Templates | Localized Tweaking Support | Companion Chat Panel | Multimodal Input | Multimodal Output,F1 | F9 | F6 | F5 | F19 | F20 | F13,Gulf of Envisioning | Guidance and Feedback | Sensemaking | Appropriate Reliance | Effort and Cognitive Load | Skill and Self-Efficacy | Personalization
12319,SPROUT: An Interactive Authoring Tool for Generating Programming Tutorials With the Visualization of Large Language Models,pat-034 | pat-033 | pat-002 | pat-005 | pat-018 | pat-019 | pat-021 | pat-097 | pat-023 | pat-080 | pat-001 | pat-020 | pat-037 | pat-051 | pat-086,Artifact Generation Property Controls | Output Templates | Candidate Gallery | Branching Exploration | Addressable Segments | Propose-Critique-Revise Iterative Refinement | Localized Tweaking Support | Mid-Run Intervention | Goal Decomposition | Revisitable History | Linked Views | Inspectable Intermediate Steps | Unit Visualization Views | Elements for Process Disclosure | Fixed Functional Panel Layout,F1 | F2 | F3 | F4 | F5 | F19 | F7 | F12,Gulf of Envisioning | Creativity Support and Ideation | Judgment and Decision Making | Oversight | Appropriate Reliance | Effort and Cognitive Load | Control and Agency | Perspective-Taking
12333,A Wizard of Oz Study of Guidance Strategies and Dynamics,pat-009 | pat-096 | pat-001 | pat-047 | pat-086 | pat-074,Proactive Support | Accept/Reject Controls | Linked Views | Role Asymmetric Views | Fixed Functional Panel Layout | Non-Readable to Natural Language Conversion,F9 | F3 | F4 | F5 | F19 | F20 | F7 | F12,Guidance and Feedback | Judgment and Decision Making | Oversight | Appropriate Reliance | Effort and Cognitive Load | Skill and Self-Efficacy | Control and Agency | Perspective-Taking
12372,HINTs: Sensemaking on Large Collections of Documents With Hypergraph Visualization and INTelligent Agents,pat-022 | pat-001 | pat-036 | pat-037 | pat-052 | pat-057 | pat-086 | pat-074,Artifact Derived Controls | Linked Views | Overview-plus-Detail | Unit Visualization Views | Color Coded Content | Companion Chat Panel | Fixed Functional Panel Layout | Non-Readable to Natural Language Conversion,F6 | F4 | F5 | F19 | F20 | F12,Sensemaking | Oversight | Appropriate Reliance | Effort and Cognitive Load | Skill and Self-Efficacy | Perspective-Taking
12396,Data Playwright: Authoring Data Videos With Annotated Narration,pat-032 | pat-092,Source Conditioned Generation | Natural-Language Control,F19 | F20 | F12,Effort and Cognitive Load | Skill and Self-Efficacy | Perspective-Taking
12415,LightVA: Lightweight Visual Analytics With LLM Agent-Based Task Planning and Execution,pat-002 | pat-023 | pat-001 | pat-028 | pat-057 | pat-086,Candidate Gallery | Goal Decomposition | Linked Views | Plan Preview | Companion Chat Panel | Fixed Functional Panel Layout,F1 | F6 | F19 | F20 | F7,Gulf of Envisioning | Sensemaking | Effort and Cognitive Load | Skill and Self-Efficacy | Control and Agency
12428,FinFlier: Automating Graphical Overlays for Financial Visualizations With Knowledge-Grounding Large Language Model,pat-032 | pat-010 | pat-001 | pat-051 | pat-052 | pat-086,Source Conditioned Generation | Prefilled Editable Templates | Linked Views | Elements for Process Disclosure | Color Coded Content | Fixed Functional Panel Layout,F3 | F4 | F12,Judgment and Decision Making | Oversight | Perspective-Taking
12458,Narrative Player: Reviving Data Narratives With Visuals,pat-011 | pat-033 | pat-063 | pat-076,Live Activity Output Synchronization | Output Templates | Multimodal Output | Perceptible Rendering,F2 | F6 | F19 | F13,Creativity Support and Ideation | Sensemaking | Effort and Cognitive Load | Personalization
12469,"PromptAid: Visual Prompt Exploration, Perturbation, Testing and Iteration for Large Language Models",pat-022 | pat-002 | pat-004 | pat-007 | pat-095 | pat-080 | pat-001 | pat-036 | pat-037 | pat-052 | pat-086,Artifact Derived Controls | Candidate Gallery | Side-by-Side Comparison | Perturb-and-Compare | Manual Fallback Editing | Revisitable History | Linked Views | Overview-plus-Detail | Unit Visualization Views | Color Coded Content | Fixed Functional Panel Layout,F2 | F19 | F20 | F7,Creativity Support and Ideation | Effort and Cognitive Load | Skill and Self-Efficacy | Control and Agency
12472,VISTA: A Visual Analytics Framework to Enhance Foundation Model-Generated Data Labels,pat-010 | pat-017 | pat-086,Prefilled Editable Templates | Staged Pipeline | Fixed Functional Panel Layout,F6 | F3 | F7,Sensemaking | Judgment and Decision Making | Control and Agency
12537,JailbreakHunter: A Visual Analytics Approach for Jailbreak Prompts Discovery From Large-Scale Human-LLM Conversational Datasets,pat-004 | pat-001 | pat-036 | pat-037 | pat-086 | pat-078,Side-by-Side Comparison | Linked Views | Overview-plus-Detail | Unit Visualization Views | Fixed Functional Panel Layout | Composite Glyph,F6 | F5 | F22 | F19 | F20,Sensemaking | Appropriate Reliance | Risk of Harm and Accountability | Effort and Cognitive Load | Skill and Self-Efficacy
12559,Concept Lens: Visual Comparison and Evaluation of Generative Model Manipulations,pat-004 | pat-007 | pat-001 | pat-036 | pat-052 | pat-086,Side-by-Side Comparison | Perturb-and-Compare | Linked Views | Overview-plus-Detail | Color Coded Content | Fixed Functional Panel Layout,F6 | F3 | F4 | F19 | F7,Sensemaking | Judgment and Decision Making | Oversight | Effort and Cognitive Load | Control and Agency
12566,ActiveAR: Augmented Reality Task Support System With Proactive Context and Virtual Content Management,pat-009 | pat-059 | pat-095 | pat-049 | pat-062,Proactive Support | Inferred User State Driven Adaptation | Manual Fallback Editing | Space Registered Overlay | Voice Interaction,F9 | F19 | F20 | F7,Guidance and Feedback | Effort and Cognitive Load | Skill and Self-Efficacy | Control and Agency
12590,JailbreakLens: Visual Analysis of Jailbreak Attacks Against Large Language Models,pat-033 | pat-067 | pat-007 | pat-036 | pat-037 | pat-086 | pat-078,Output Templates | User-Authored Rules | Perturb-and-Compare | Overview-plus-Detail | Unit Visualization Views | Fixed Functional Panel Layout | Composite Glyph,F6 | F3 | F22 | F19,Sensemaking | Judgment and Decision Making | Risk of Harm and Accountability | Effort and Cognitive Load
